"","V1","V2","V3","V4","V5","V6","headline","date","url","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51"
"2457","Coronavirus","RKI","Infektion","Pandemie","Bundesregierung","Reproduktionszahl","yes","2020-07-28T08:04:56.576950+00:00","http://xml.zeit.de/wissen/2020-05/robert-koch-institut-reproduktionszahl-r-neuinfektionen-livestream","Livestream","Infektionszahl","Neuinfektion",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2458","USA","Wirtschaftskrise","Coronavirus","Rettungspaket","Donald Trump","Unternehmen","yes","2020-07-28T07:19:31.457434+00:00","http://xml.zeit.de/politik/ausland/2020-07/usa-corona-hilfspaket-republikaner-entwurf-arbeitslosengeld-streit","Arbeitslosigkeit","Mitch Mcconnell","Evercore","PÃ¤ckchen","Auseinandersetzung","Hilfspaket","Familie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2459","Coronavirus","Pandemie","Unterricht","Schule","Digitalisierung","Social Distancing","no","2020-07-28T07:50:03.648981+00:00","http://xml.zeit.de/gesellschaft/schule/2020-07/unterricht-sommerferien-corona-schule-lehrerverband-schulschliessungen","Deutschland","Lehrerverband","Regelbetrieb","Sommerferien",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2460","Jens Spahn","RKI","Coronavirus","Pandemie","Flughafen","Reisen","Wissen Gesundheit","2020-07-28T06:50:40.443293+00:00","http://xml.zeit.de/wissen/gesundheit/2020-07/jens-spahn-reiserueckkehrer-corona-testpflicht-flughafen-kostenfrei","Testpflicht","Henrik Wroblewski","Wolfgang Rattay","Klaus Reinhardt","Deutschland","Verbraucherzentrale","Risikogebiet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2461","Coronavirus","RKI","Angela Merkel","Annegret Kramp-Karrenbauer","Frauen","Pandemie","2020-07-30T08:03:58.759550+00:00","no","http://xml.zeit.de/politik/2020-07/coronavirus-deutschland-zweite-infektionswelle-nachrichtenpodcast","Infektionswelle","Deutschland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2462","USA","Coronavirus","Wirtschaftskrise","Rettungspaket","Unternehmen","Arbeitslosengeld","no","2020-07-28T07:17:42.730693+00:00","http://xml.zeit.de/politik/ausland/2020-07/usa-covid-19-hilfspaket-republikaner-entwurf-streit","Mitch Mcconnell","Chuck Grassley","California","Calexico","Mexico","Rechtsschutz","Hilfspaket",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2463","USA","Coronavirus","Infektion","Forschung","Studie","Gesundheitssystem","no","2020-07-28T06:52:53.610823+00:00","http://xml.zeit.de/wissen/gesundheit/2020-07/covid-19-us-impfstoff-klinische-testphase","Anthony Fauci","Impfstoff",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2464","Coronavirus","Pandemie","Infektion","SchwÃ¤bisch GmÃ¼nd","Schule","Infizierte","no","2020-07-28T06:32:18.460643+00:00","http://xml.zeit.de/wissen/gesundheit/2020-07/covid-19-coronavirus-ansteckung-trauerfeier-schwaebisch-gmuend","Teilnehmerliste","Trauerfeier",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2465","Favela","Brasilien","Coronavirus","Rio de Janeiro","Impfung","Jair Bolsonaro","yes","2020-07-27T18:33:25.583200+00:00","http://xml.zeit.de/wissen/gesundheit/2020-07/coronavirus-brasilien-impfstoff-test-medikamente","Armenviertel","Covid-19","Impfstoffentwicklung","Medikamentenstudie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2466","Boris Johnson","GroÃŸbritannien","Coronavirus","Ãœbergewicht","Gesundheit","Fitness","no","2020-07-28T06:22:38.964329+00:00","http://xml.zeit.de/gesellschaft/zeitgeschehen/2020-07/grossbritannien-uebergewicht-regierung-aufforderung-abnehmen-entlastung-gesundheitssystem-corona","Dan Kitwood","Westminster Bridge","Gesundheitskampagne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2467","Coronavirus","ImmunitÃ¤t","AntikÃ¶rper","Pandemie","Infektion","Webasto","no","2020-07-27T17:32:49.532731+00:00","http://xml.zeit.de/wissen/gesundheit/2020-07/corona-immunitaet-dauer-infektionsschutz-antikoerper-verschwunden","Infektionsschutz","Neuinfektion","Covid-19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2468","Jens Spahn","Coronavirus","Reisen","Flughafen","Alexander Dobrindt","Virus","yes","2020-07-27T17:19:30.386250+00:00","http://xml.zeit.de/politik/deutschland/2020-07/corona-tests-bei-einreise-aus-risikogebieten-sollen-pflicht-werden","Testpflicht","Risikogebiet","Einreise","Covid-19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2469","Markus SÃ¶der","Bayern","Coronavirus","Datenschutz","Google Inc.","Bundesgerichtshof","2020-07-27T16:02:16.202015+00:00","yes","http://xml.zeit.de/politik/2020-07/markus-soeder-bayern-nachrichtenpodcast","Hygienekonzept",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2470","Coronavirus","Wirtschaftskrise","Rezession","Konjunkturpaket","Winfried Kretschmann","Klimapolitik","yes","2020-08-13T02:30:31.081522+00:00","http://xml.zeit.de/2020/31/wirtschaftshilfen-corona-krise-winfried-kretschmann-franziska-heinisch","Sozialpolitik","Generationswechsel","Franziska Heinisch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2471","Gesundheit","Coronavirus","Gesundheitsrisiko","Herzerkrankung","Magnetresonanzaufnahme","UniversitÃ¤t Frankfurt","no","2020-07-27T15:44:07.724703+00:00","http://xml.zeit.de/wissen/gesundheit/2020-07/covid-19-herzgesundheit-infektion-herzmuskel-risiko-spaetfolgen","Herzgesundheit","SpÃ¤tschaden","Gesundheitsschaden","Covid-19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2472","Helge Braun","Coronavirus","Coronatest","Testpflicht","Reisen","Flughafen","no","2020-07-27T14:50:32.096667+00:00","http://xml.zeit.de/politik/deutschland/2020-07/helge-braun-besorgt-corona-infektionsentwicklung-test-pflicht-flughaefen","Kanzleramt","Neuinfektion","Infektionswelle","Schutzregelung",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2473","Coronavirus","Infektion","Ã–sterreich","Wolfgangsee","Reisen","Tourismus","no","2020-07-27T14:10:00.751343+00:00","http://xml.zeit.de/gesellschaft/zeitgeschehen/2020-07/corona-ausbruch-wolfgangssee-oesterreich-urlaubsort-tourismus","Barbara Gindl","Ischgl","OberÃ¶sterreich","St. Wolfgang","Infektionsfall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2474","Coronavirus","Pandemie","Infektion","Markus SÃ¶der","Bayern","Reisen","yes","2020-07-27T13:01:09.232855+00:00","http://xml.zeit.de/politik/deutschland/2020-07/corona-testpflicht-bayern-markus-soeder-reiserueckkehrer-risikogebiete","Testpflicht","Teststation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2475","FuÃŸball","Heidenheim","Coronavirus","FuÃŸball-WM","Amazon","Champions League","yes","2020-07-27T09:29:26.659122+00:00","http://xml.zeit.de/zeit-magazin/2020/31/harald-martenstein-fussballstadion-fans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2476","Coronavirus","Pandemie","Infektion","Bayern","Markus SÃ¶der","BuÃŸgeld","Gesellschaft","2020-07-27T09:01:41.134059+00:00","http://xml.zeit.de/gesellschaft/2020-07/corona-massnahmen-bayern-markus-soeder-neuinfektionen-bauernhof-niederbayern","Niederbayern","Armin Weigel","Mamming","Hygienekonzept","Bauernhof",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2477","Coronavirus","Wirtschaftskrise","Ryanair","Stellenabbau","Reisen","Flugverkehr","Wirtschaft Unternehmen","2020-07-27T08:18:51.896011+00:00","http://xml.zeit.de/wirtschaft/unternehmen/2020-07/corona-krise-ryanair-verlust-stellenabbau-fluggesellschaft","Dan Kitwood","Passagierzahl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2478","Coronavirus","Verkehrswende","ElektromobilitÃ¤t","Fahrrad","E-Bike","Pendler","yes","2020-07-27T08:08:18.926427+00:00","http://xml.zeit.de/2020/31/fahrraeder-fahrradhandel-mobilitaet-stadtverkehr-coronavirus","Berlin","Hamburg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2479","Coronavirus","Homeoffice","Arbeitsbedingung","Arbeitnehmer","Arbeitgeber","Arbeitsplatz","no","2020-07-27T08:26:46.109094+00:00","http://xml.zeit.de/arbeit/2020-07/arbeitsbedingungen-homeoffice-coronavirus-arbeitgeber","Digitalisierung","Zoom",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2480","USA","US-Wirtschaft","Coronavirus","Wirtschaftskrise","Arbeitslosigkeit","Armut","no","2020-07-27T07:17:55.764049+00:00","http://xml.zeit.de/wirtschaft/2020-07/coronavirus-usa-wirtschaft-krise-sozialsystem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2481","Ã–sterreich","Coronavirus","Gesundheitssystem","Pandemie","Infektion","Labortest","yes","2020-07-27T06:34:53.646560+00:00","http://xml.zeit.de/2020/31/agentur-gesundheit-ernaehrungssicherheit-ages-coronavirus-massnahmen","Epidemiologie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2482","Coronavirus","Fahrrad","Verkehrswende","Boris Johnson","Brexit","Wirtschaftskrise","2020-07-27T11:04:14.210780+00:00","no","http://xml.zeit.de/politik/2020-07/verkehrswende-corona-fahrrad-co2-klimaschutz-nachrichtenpodcast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2483","Coronavirus","Reisen","Infektion","Flughafen","Bundesregierung","RKI","no","2020-07-27T06:54:17.400945+00:00","http://xml.zeit.de/wissen/gesundheit/2020-07/coronavirus-rufe-pflicht-test-urlauber-heimkehrer-deutschland","Marius Becker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2484","Literatur","Coronavirus","Freizeit","Rainer Merkel","Balkon","Klaus-Stephan Otto","yes","2020-07-26T18:47:42.081505+00:00","http://xml.zeit.de/kultur/literatur/freitext/balkonpflanzen-farngewaechse-naturverbundenheit","Schriftstellerplattform","Freitext",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2485","Urlaub","Reisen","Gesundheitsschutz","Autofahrer","Coronavirus","Transportmittel","no","2020-07-27T04:44:34.453605+00:00","http://xml.zeit.de/entdecken/reisen/2020-07/autoreisen-corona-krise-gesundheitsschutz-urlaub-sicherheit","Auto","ICE","Virus","Wissenschaftszentrum Berlin fÃ¼r Sozialforschung",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2486","Coronavirus","Pandemie","Infektion","RKI","Mundschutz","Social Distancing","no","2020-07-27T06:52:41.596693+00:00","http://xml.zeit.de/wissen/gesundheit/2020-07/corona-fallzahlen-deutschland-rki-reproduktionszahl-r-gestiegen-covid-19","Reisen","TÃ¶nnies","Deutschland","Coronalage","Ausbruch","Fallzahl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2487","Israel","Benjamin Netanjahu","Demonstration","Protest","Coronavirus","Pandemie","no","2020-07-26T14:41:15.353034+00:00","http://xml.zeit.de/gesellschaft/zeitgeschehen/2020-07/israel-proteste-benjamin-netanjahu-corona-politik-polizei-festnahmen","Festnahme",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2488","Literatur","Reisen","Tourismus","Coronavirus","Italien","Toskana","no","2020-07-26T12:02:20.107779+00:00","http://xml.zeit.de/kultur/literatur/2020-07/thomas-steinfeld-italien-portraet-eines-fremden-landes","Rom","Venedig","Thomas Steinfeld","Bildungsreise",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2489","Italien","Venedig","Coronavirus","Tourismus","Wirtschaftskrise","Ausgangssperre","no","2020-07-26T08:37:47.559322+00:00","http://xml.zeit.de/entdecken/reisen/2020-07/tourismus-venedig-zukunft-wasser-klimaforschung-universitaet","Carlo Scarpa","David Landau","Santa Margherita","Venezia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2490","Sigmar Gabriel","Coronavirus","Schule","Unterricht","Homeschooling","Homeoffice","no","2020-07-26T07:05:34.171224+00:00","http://xml.zeit.de/gesellschaft/schule/2020-07/sigmar-gabriel-corona-krise-homeschooling-praesenzunterricht-infektionsschutz","Sozialpolitik",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2491","Coronavirus","Infektion","Bayern","Landwirtschaft","QuarantÃ¤ne","Mamming","no","2020-07-26T08:08:26.477491+00:00","http://xml.zeit.de/wissen/gesundheit/2020-07/pandemie-coronavirus-infektion-erntehelfer-bayern-quarantaene","Antenne Bayern","Landkreis Dingolfing-Landau",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2492","Coronavirus","Pandemie","Gesundheitswesen","Gesundheitssystem","Ã¶ffentlicher Dienst","Klaus Reinhardt","no","2020-07-26T07:30:29.625083+00:00","http://xml.zeit.de/politik/deutschland/2020-07/corona-krise-aerztepraesident-gesundheitsaemter-forderung","Britta Pedersen","Gesundheitsamt","Ausstattung","Krise",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2493","Coronavirus","Wirtschaftskrise","EU-Gipfel","Jens Weidmann","Deutsche Bundesbank","Berlin","no","2020-07-26T07:36:47.174503+00:00","http://xml.zeit.de/politik/ausland/2020-07/jens-weidmann-bundesbank-chef-eu-beschluesse-corona-wiederaufbau-kritik","Claudia Buch","Kay Nietfeld","Gemeinschaftsverschuldung","Krise",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2494","Coronavirus","Pandemie","Gesundheitssystem","Pharmaindustrie","Anja Karliczek","Impfstoff","no","2020-07-26T07:32:45.064895+00:00","http://xml.zeit.de/wissen/gesundheit/2020-07/coronavirus-impfung-bundesregierung-anja-karliczek","Deutschland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2495","Apple","iPhone","Apple iOS","Coronavirus",NA,NA,"yes","2020-07-27T12:47:27.703799+00:00","http://xml.zeit.de/digital/2020-07/coronavirus-corona-warn-app-aktualisierung-probleme-iphone",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2496","Coronavirus","Wirtschaftskrise","China","AktionÃ¤r","geistiges Eigentum","Deutsche Bank","no","2020-07-25T19:00:16.480489+00:00","http://xml.zeit.de/wirtschaft/2020-07/grammer-deutschland-stupid-chinese-money","Technologie","Hartmut MÃ¼ller","Tom Tailor","Deutschland","Daimler","Geely International",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2497","Social Distancing","Psychologie","Coronavirus","Drogen","Ekstase","Party","yes","2020-08-26T09:23:07.808560+00:00","http://xml.zeit.de/campus/2020-07/ekstase-rausch-feierkultur-corona-krise-psychologie-professor-markus-schroer","Clubszene",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2498","Coronavirus","Pandemie","Ausnahmezustand","Psychologie","Nahtoderfahrung","Klettern","Wissen Gesundheit","yes","http://xml.zeit.de/zeit-wissen/2020/04/grenzsituationen-sterblichkeit-prioritaeten-werte-entscheidungen","Extremsport","Grenzsituation","Tiroler Alpen","Klinikum Garmisch","Ungewissheit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2499","Coronavirus","Pandemie","Ausnahmezustand","Psychologie","Nahtoderfahrung","Klettern","Wissen Gesundheit","yes","http://xml.zeit.de/gesellschaft/schule/2020-07/schule-coronavirus-unterricht-vorbereitung-leserumfrage","Extremsport","Grenzsituation","Tiroler Alpen","Klinikum Garmisch","Ungewissheit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2500","Krankenhaus","Pandemie","Coronavirus","Wirtschaftskrise","Coronakrise","UmsatzeinbuÃŸe","Wissen Gesundheit","2020-07-25T10:48:00.321320+00:00","http://xml.zeit.de/wissen/gesundheit/2020-07/corona-krise-kliniken-finanznot-defizit","Finanznot","Klinik","Covid-19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2501","Jens Spahn","Coronavirus","Reisen","Gesundheitsschutz","EindÃ¤mmungsmaÃŸnahme","Coronatest","yes","2020-07-25T11:23:43.995532+00:00","http://xml.zeit.de/politik/deutschland/2020-07/corona-pandemie-reise-rueckkehrer-verpflichtende-corona-tests-jens-spahn","Testpflicht","Virus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2502","Gesundheitsschutz","Coronavirus","ErkÃ¤ltung","Schule","Verband Alleinerziehender MÃ¼tter und VÃ¤ter","Kita","no","2020-07-25T11:18:11.989382+00:00","http://xml.zeit.de/gesellschaft/schule/2020-07/gesundheitsschutz-eltern-forderung-konzepte-kitas-schulen-coronavirus-erkaeltungen","Alleinerziehende","Helene Heine","Michael Heck","Judith Luig","Jakob BÃ¶rner","Katharina Schuler","Corona Wie","Deutschland","Homeoffice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2503","RKI","Coronavirus","Michael Kretschmer","Epidemie","Nordrhein-Westfalen","Baden-WÃ¼rttemberg","yes","2020-07-25T10:17:05.204110+00:00","http://xml.zeit.de/wissen/gesundheit/2020-07/coronavirus-robert-koch-institut-rki-fallzahlen-reproduktionzahl-deutschland-michael-kretschmer","Sachsen","Deutschland","KÃ¶ln","Rheinische Post","Neuinfektion",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2504","Coronavirus","Pandemie","Brasilien","Amazonas","Infektion","MadarejÃºwa Tenharim","yes","2020-07-25T05:19:21.960260+00:00","http://xml.zeit.de/gesellschaft/zeitgeschehen/2020-07/coronavirus-amazonas-indigene-voelker-ueberleben-pandemie","Thomas Fischermann","Bedrohung","Familie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2505","Corona Warn-App","Coronavirus","App","iPhone","Epidemie",NA,"no","2020-07-25T08:54:14.259618+00:00","http://xml.zeit.de/digital/2020-07/coronavirus-warn-app-technische-probleme-hintergrund-iphone",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
